inchikey,label,n_pw,skeleton,skeleton_match_n,skeleton_match_qid,skeleton_match_ik
OYONPFUYHNGECE-CQYSPVIFSA-N,30-hydroxy-β-amyrin,1,OYONPFUYHNGECE,4,Q105203459; Q105203460; Q105203461; Q82975893,OYONPFUYHNGECE-BIWTVBKBSA-N; OYONPFUYHNGECE-TZQRTXEESA-N; OYONPFUYHNGECE-UBWAPJCPSA-N; OYONPFUYHNGECE-UHFFFAOYSA-N
MUQNMJSHMPEZCV-VSHALLICSA-M,cyanidin 3-O-[6-O-feruloyl-β-D-glucosyl-(1→6)]-[β-D-xylosyl-(1→2)]-β-D-galactoside,1,MUQNMJSHMPEZCV,4,Q110204510; Q115950865; Q123340355; Q27272807,MUQNMJSHMPEZCV-JHCRVGSQSA-O; MUQNMJSHMPEZCV-UHFFFAOYSA-O; MUQNMJSHMPEZCV-VXAVGSKVSA-O; MUQNMJSHMPEZCV-WRXURUDDSA-O
MQVRGDZCYDEQML-LFXZADKFSA-M,kaempferide 3-O-glucoside,1,MQVRGDZCYDEQML,4,Q105170305; Q105170306; Q105170307; Q105170308,MQVRGDZCYDEQML-LFXZADKFSA-N; MQVRGDZCYDEQML-UHFFFAOYSA-N; MQVRGDZCYDEQML-UVHBULKNSA-N; MQVRGDZCYDEQML-YOICORKUSA-N
KBVPPTKWCRMUEW-KEJNSVKLSA-J,feruloylacetyl-CoA,1,KBVPPTKWCRMUEW,4,Q106030286; Q27139453; Q27139460; Q74411104,KBVPPTKWCRMUEW-IIZVUBDFSA-J; KBVPPTKWCRMUEW-IIZVUBDFSA-N; KBVPPTKWCRMUEW-MKBARTHHSA-J; KBVPPTKWCRMUEW-MKBARTHHSA-N
KLLCDVSOGLKTDV-VJXVFPJBSA-M,6-C-glucosyl chrysin,1,KLLCDVSOGLKTDV,4,Q105142666; Q105142667; Q105142668; Q105142669,KLLCDVSOGLKTDV-IAAKTDFRSA-N; KLLCDVSOGLKTDV-UBFQGWSASA-N; KLLCDVSOGLKTDV-UHFFFAOYSA-N; KLLCDVSOGLKTDV-VJXVFPJBSA-N
KNCGYSOHQZGPKT-DVJKVKBQSA-M,kauralexin A1,1,KNCGYSOHQZGPKT,4,Q105143320; Q105143322; Q105143323; Q105143324,KNCGYSOHQZGPKT-ILRNBGBRSA-N; KNCGYSOHQZGPKT-UHFFFAOYSA-N; KNCGYSOHQZGPKT-VNXBCOTQSA-N; KNCGYSOHQZGPKT-XOHIKNMTSA-N
KSBJAONOPKRVRR-LTTRRGSQSA-M,gibberellin A₄₄ (closed lactone form),1,KSBJAONOPKRVRR,4,Q105145340; Q27103565; Q27104839; Q76100275,KSBJAONOPKRVRR-LTTRRGSQSA-N; KSBJAONOPKRVRR-UHFFFAOYSA-N; KSBJAONOPKRVRR-YTJHIPEWSA-M; KSBJAONOPKRVRR-YTJHIPEWSA-N
KVKFKHMIIMGSRS-HXXIZIDCSA-M,kauralexin A3,1,KVKFKHMIIMGSRS,4,Q103796350; Q105146565; Q105146566; Q105146567,KVKFKHMIIMGSRS-JTBPYRKJSA-N; KVKFKHMIIMGSRS-MIXPNXBUSA-N; KVKFKHMIIMGSRS-UHFFFAOYSA-N; KVKFKHMIIMGSRS-XKBPDVHJSA-N
HKIBRYCZLMJRFT-CBEPRAPJSA-N,5-(methylsulfanyl)pentyl-desulfoglucosinolate,1,HKIBRYCZLMJRFT,4,Q105029654; Q106010209; Q110078682; Q76545916,HKIBRYCZLMJRFT-BRXBVWLPSA-N; HKIBRYCZLMJRFT-KHXSHCKASA-N; HKIBRYCZLMJRFT-UHFFFAOYSA-N; HKIBRYCZLMJRFT-ZMHPAJMFSA-N
HUCGRJSHMZWRQQ-PWGYDFSISA-M,glucoalyssin,1,HUCGRJSHMZWRQQ,4,Q105033724; Q105110517; Q110078580; Q27106748,HUCGRJSHMZWRQQ-GZKRSOGLSA-N; HUCGRJSHMZWRQQ-LPXZBHKBSA-N; HUCGRJSHMZWRQQ-PWGYDFSISA-N; HUCGRJSHMZWRQQ-UHFFFAOYSA-N
JSYDBTWJIIAZPU-NEVABJEQSA-N,arabidopsis anthocyanin A3,1,JSYDBTWJIIAZPU,4,Q105134642; Q110204598; Q123340349; Q23419072,JSYDBTWJIIAZPU-NEVABJEQSA-O; JSYDBTWJIIAZPU-OMLFMJQWSA-O; JSYDBTWJIIAZPU-PHRCOFGRSA-O; JSYDBTWJIIAZPU-UHFFFAOYSA-O
FVEMXQCEJGGXJB-CQSZACIVSA-O,(R)-norreticuline,1,FVEMXQCEJGGXJB,4,Q27103794; Q27103817; Q27104576; Q74418072,FVEMXQCEJGGXJB-AWEZNQCLSA-N; FVEMXQCEJGGXJB-AWEZNQCLSA-O; FVEMXQCEJGGXJB-CQSZACIVSA-N; FVEMXQCEJGGXJB-UHFFFAOYSA-N
FFRFGVHNKJYNOV-DOVUUNBWSA-P,"α-3',4'-anhydrovinblastine",1,FFRFGVHNKJYNOV,4,Q117835194; Q27105444; Q27261776; Q82598146,FFRFGVHNKJYNOV-DOVUUNBWSA-N; FFRFGVHNKJYNOV-PCYZBDGTSA-N; FFRFGVHNKJYNOV-UHFFFAOYSA-N; FFRFGVHNKJYNOV-ZCIMLLHDSA-N
OKQLTVHTONLCTA-DLFRIZOCSA-M,gypsogenate-28-beta-D-glucoside,1,OKQLTVHTONLCTA,4,Q105193692; Q105193696; Q105193709; Q105193710,OKQLTVHTONLCTA-GGZRBTTQSA-N; OKQLTVHTONLCTA-JLBPGKJFSA-N; OKQLTVHTONLCTA-SEOQPNOJSA-N; OKQLTVHTONLCTA-UHFFFAOYSA-N
PAIBKVQNJKUVCE-ZOLGAAHRSA-L,gypsogenate,1,PAIBKVQNJKUVCE,4,Q105204539; Q105204541; Q27139687; Q74417175,PAIBKVQNJKUVCE-CXUPHSDLSA-N; PAIBKVQNJKUVCE-JUENUIDLSA-L; PAIBKVQNJKUVCE-JUENUIDLSA-N; PAIBKVQNJKUVCE-UHFFFAOYSA-N
PHENTZNALBMCQD-GSVOUGTGSA-M,3-(carbamoylamino)-2-methylpropanoate,1,PHENTZNALBMCQD,4,Q27144658; Q27466953; Q2823221; Q60614333,PHENTZNALBMCQD-GSVOUGTGSA-N; PHENTZNALBMCQD-UHFFFAOYSA-M; PHENTZNALBMCQD-UHFFFAOYSA-N; PHENTZNALBMCQD-VKHMYHEASA-N
RSYNCMYDVZFZBP-KERYTHSYSA-N,galactopinitol B,1,RSYNCMYDVZFZBP,4,Q105244967; Q105244968; Q105244970; Q76415928,RSYNCMYDVZFZBP-FPNDWEHVSA-N; RSYNCMYDVZFZBP-KEUHYNFLSA-N; RSYNCMYDVZFZBP-UHFFFAOYSA-N; RSYNCMYDVZFZBP-WJXRNPPPSA-N
RSYNCMYDVZFZBP-NRORZAABSA-N,D-galactosylononitol,1,RSYNCMYDVZFZBP,4,Q105244967; Q105244968; Q105244970; Q76415928,RSYNCMYDVZFZBP-FPNDWEHVSA-N; RSYNCMYDVZFZBP-KEUHYNFLSA-N; RSYNCMYDVZFZBP-UHFFFAOYSA-N; RSYNCMYDVZFZBP-WJXRNPPPSA-N
SASWULSUPROHRT-LZUIEUJZSA-O,vindorosine,1,SASWULSUPROHRT,4,Q104388530; Q105249115; Q105249116; Q27294869,SASWULSUPROHRT-LPUCAVTMSA-N; SASWULSUPROHRT-MCIGMTSASA-N; SASWULSUPROHRT-MVTPHRBASA-N; SASWULSUPROHRT-UHFFFAOYSA-N
QMHCWDVPABYZMC-NJMHOMCLSA-M,gypsogenin,1,QMHCWDVPABYZMC,4,Q105223988; Q105223989; Q20054523; Q74411688,QMHCWDVPABYZMC-MYPRUECHSA-M; QMHCWDVPABYZMC-MYPRUECHSA-N; QMHCWDVPABYZMC-UHFFFAOYSA-N; QMHCWDVPABYZMC-ZBXZNUPFSA-N
MPHXYQVSOFGNEN-QCZCYNOHSA-N,momilactone A,1,MPHXYQVSOFGNEN,4,Q105169528; Q105169529; Q105169530; Q27104650,MPHXYQVSOFGNEN-JGHPTVLTSA-N; MPHXYQVSOFGNEN-UHFFFAOYSA-N; MPHXYQVSOFGNEN-VNFKARMWSA-N; MPHXYQVSOFGNEN-YRBLUSRESA-N
OONXYOAWMIVMCI-KWRJMZDGSA-M,lesquerolate,0,OONXYOAWMIVMCI,4,Q105195516; Q110077983; Q120199007; Q6531411,OONXYOAWMIVMCI-FIIODCPWSA-N; OONXYOAWMIVMCI-KAMYIIQDSA-N; OONXYOAWMIVMCI-KWRJMZDGSA-N; OONXYOAWMIVMCI-UHFFFAOYSA-N
SEEGHKWOBVVBTQ-UKJRIFTCSA-M,gibberellin A₇,0,SEEGHKWOBVVBTQ,4,Q104197211; Q105251054; Q27104244; Q77386195,SEEGHKWOBVVBTQ-NFMPGMCNSA-N; SEEGHKWOBVVBTQ-UHFFFAOYSA-N; SEEGHKWOBVVBTQ-UKJRIFTCSA-N; SEEGHKWOBVVBTQ-WTVOOMFRSA-N
PQMCQNOVNFNPFJ-AOPYWJJESA-K,"2-[(2R,5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate",0,PQMCQNOVNFNPFJ,4,Q106030213; Q27123499; Q27126327; Q27132262,PQMCQNOVNFNPFJ-HYIMLASBSA-K; PQMCQNOVNFNPFJ-HYIMLASBSA-N; PQMCQNOVNFNPFJ-UHFFFAOYSA-K; PQMCQNOVNFNPFJ-UHFFFAOYSA-N
VOBBUADSYROGAT-KLDMJIFRSA-N,(+)-sativene,0,VOBBUADSYROGAT,4,Q105290075; Q125030924; Q27133440; Q76416905,VOBBUADSYROGAT-FQKPHLNHSA-N; VOBBUADSYROGAT-UHFFFAOYSA-N; VOBBUADSYROGAT-VYDRJRHOSA-N; VOBBUADSYROGAT-ZQNQSHIBSA-N
MOTCYZHGMCNNRH-AWKYBWMHSA-N,"eudesma-4,11-diene",0,MOTCYZHGMCNNRH,4,Q105169141; Q105169142; Q105169144; Q105169146,MOTCYZHGMCNNRH-HIFRSBDPSA-N; MOTCYZHGMCNNRH-UHFFFAOYSA-N; MOTCYZHGMCNNRH-UKRRQHHQSA-N; MOTCYZHGMCNNRH-ZFWWWQNUSA-N
JSVPGVHCEQDJCZ-FWIQQJMXSA-N,24-epicathasterone,0,JSVPGVHCEQDJCZ,4,Q105134603; Q105134604; Q115785141; Q27109685,JSVPGVHCEQDJCZ-PHQFZZKCSA-N; JSVPGVHCEQDJCZ-UCGQCVSHSA-N; JSVPGVHCEQDJCZ-UHFFFAOYSA-N; JSVPGVHCEQDJCZ-VGEHDTSWSA-N
GADGMZDHLQLZRI-UHFFFAOYSA-L,N-(4-aminobenzoyl)-L-glutamate,0,GADGMZDHLQLZRI,4,Q27129652; Q27130821; Q72438130; Q82695776,GADGMZDHLQLZRI-SGWYWVALSA-N; GADGMZDHLQLZRI-UHFFFAOYSA-N; GADGMZDHLQLZRI-VIFPVBQESA-L; GADGMZDHLQLZRI-VIFPVBQESA-N
RSQSQJNRHICNNH-UKJRIFTCSA-M,gibberellin A₄,6,RSQSQJNRHICNNH,5,Q105244835; Q106040643; Q27097025; Q27140400; Q75063263,RSQSQJNRHICNNH-MHKXYFPYSA-N; RSQSQJNRHICNNH-NFMPGMCNSA-M; RSQSQJNRHICNNH-NFMPGMCNSA-N; RSQSQJNRHICNNH-UHFFFAOYSA-N; RSQSQJNRHICNNH-WTVOOMFRSA-N
MHVYWTXXZIFXDT-PKZSZHAESA-M,gibberellin A₉,5,MHVYWTXXZIFXDT,5,Q104171703; Q104171704; Q105164280; Q27110172; Q27140404,MHVYWTXXZIFXDT-MMZROTCTSA-N; MHVYWTXXZIFXDT-UHFFFAOYSA-N; MHVYWTXXZIFXDT-YGNOGLJPSA-M; MHVYWTXXZIFXDT-YGNOGLJPSA-N; MHVYWTXXZIFXDT-ZAHQOMBBSA-N
ATZKAUGGNMSCCY-QLYDTTAWSA-K,presqualene pyrophosphate,5,ATZKAUGGNMSCCY,5,Q104918762; Q115966050; Q27088444; Q27124413; Q3911143,ATZKAUGGNMSCCY-UHFFFAOYSA-N; ATZKAUGGNMSCCY-VVFNRDJMSA-N; ATZKAUGGNMSCCY-VYCBRMPGSA-K; ATZKAUGGNMSCCY-VYCBRMPGSA-N; ATZKAUGGNMSCCY-WBZYOSEOSA-N
PAFLSMZLRSPALU-QMMMGPOBSA-M,"(S)-3,4-dihydroxyphenyllactate",3,PAFLSMZLRSPALU,5,Q10395557; Q27102635; Q27125666; Q27139657; Q83067800,PAFLSMZLRSPALU-MRVPVSSYSA-M; PAFLSMZLRSPALU-MRVPVSSYSA-N; PAFLSMZLRSPALU-QMMMGPOBSA-N; PAFLSMZLRSPALU-UHFFFAOYSA-M; PAFLSMZLRSPALU-UHFFFAOYSA-N
VZPAJODTZAAANV-UHFFFAOYSA-K,(+)-bornyl-pyrophosphate,3,VZPAJODTZAAANV,5,Q115948264; Q27089414; Q27124402; Q27133192; Q27133204,VZPAJODTZAAANV-QXFUBDJGSA-K; VZPAJODTZAAANV-QXFUBDJGSA-N; VZPAJODTZAAANV-UHFFFAOYSA-N; VZPAJODTZAAANV-WEDXCCLWSA-N; VZPAJODTZAAANV-ZCUBBSJVSA-K
OFBHPPMPBOJXRT-VWJPMABRSA-J,adenylosuccinate,3,OFBHPPMPBOJXRT,5,Q105190794; Q105190797; Q27095207; Q27104823; Q2823236,OFBHPPMPBOJXRT-DPXQIYNJSA-J; OFBHPPMPBOJXRT-DPXQIYNJSA-N; OFBHPPMPBOJXRT-KJRIZCSQSA-N; OFBHPPMPBOJXRT-UHFFFAOYSA-N; OFBHPPMPBOJXRT-VWJPMABRSA-N
IOSAAWHGJUZBOG-UHFFFAOYSA-N,EHNA,3,IOSAAWHGJUZBOG,5,Q27096928; Q27133060; Q81976327; Q83110304; Q83110305,IOSAAWHGJUZBOG-GHMZBOCLSA-N; IOSAAWHGJUZBOG-MNOVXSKESA-N; IOSAAWHGJUZBOG-MNOVXSKESA-O; IOSAAWHGJUZBOG-QWRGUYRKSA-N; IOSAAWHGJUZBOG-WDEREUQCSA-N
IXORZMNAPKEEDV-SNTJWBGVSA-M,gibberellin A₃,2,IXORZMNAPKEEDV,5,Q105122349; Q105122350; Q106030710; Q27125899; Q411138,IXORZMNAPKEEDV-OBDJNFEBSA-M; IXORZMNAPKEEDV-OBDJNFEBSA-N; IXORZMNAPKEEDV-QTWFBFKQSA-N; IXORZMNAPKEEDV-SNTJWBGVSA-N; IXORZMNAPKEEDV-UHFFFAOYSA-N
CSMYCLLHRFFFLG-WVGMDVCISA-M,4-hydroxyglucobrassicin,2,CSMYCLLHRFFFLG,5,Q104393587; Q104969440; Q104969441; Q27105513; Q76309502,CSMYCLLHRFFFLG-ABVFHMHLSA-N; CSMYCLLHRFFFLG-IRHMCKRBSA-N; CSMYCLLHRFFFLG-UHFFFAOYSA-N; CSMYCLLHRFFFLG-VPKYJCKOSA-N; CSMYCLLHRFFFLG-WVGMDVCISA-N
IIAGSABLXRZUSE-KYKLFQSUSA-M,4-methoxyglucobrassicin,2,IIAGSABLXRZUSE,5,Q104392850; Q105113342; Q105113348; Q27105519; Q76309496,IIAGSABLXRZUSE-KYKLFQSUSA-N; IIAGSABLXRZUSE-OXESJPRGSA-N; IIAGSABLXRZUSE-UFRBAHOGSA-N; IIAGSABLXRZUSE-UHFFFAOYSA-N; IIAGSABLXRZUSE-VAJUBTQESA-N
SBHOSQZNRDXQAX-WSESCXGKSA-L,betaxanthin,2,SBHOSQZNRDXQAX,5,Q105249440; Q105249442; Q105249443; Q110200291; Q27155257,SBHOSQZNRDXQAX-FDYGAIJASA-N; SBHOSQZNRDXQAX-IFRHSPJESA-N; SBHOSQZNRDXQAX-RSCAPTSMSA-N; SBHOSQZNRDXQAX-UHFFFAOYSA-N; SBHOSQZNRDXQAX-WSESCXGKSA-N
YSNPSKZBOQYUHH-AFUNOPLTSA-K,dopaxanthin,2,YSNPSKZBOQYUHH,5,Q104388554; Q105360165; Q110079123; Q136709092; Q27106439,YSNPSKZBOQYUHH-AFUNOPLTSA-N; YSNPSKZBOQYUHH-JZCSJQFLSA-N; YSNPSKZBOQYUHH-UHFFFAOYSA-N; YSNPSKZBOQYUHH-WXYBZRRYSA-N; YSNPSKZBOQYUHH-ZJQVBNTPSA-N
SXYMMDGPXYVCER-WGNLCONDSA-N,cyanidin 3-O-sophoroside,2,SXYMMDGPXYVCER,5,Q104387082; Q105263408; Q105263410; Q110183741; Q23048908,SXYMMDGPXYVCER-BMMYDVPJSA-O; SXYMMDGPXYVCER-HYSOADAZSA-O; SXYMMDGPXYVCER-MEZDFCMFSA-O; SXYMMDGPXYVCER-UHFFFAOYSA-O; SXYMMDGPXYVCER-WGNLCONDSA-O
IGZIQAJJXGRAJF-OQAXFVLUSA-M,gibberellin A₃₄,2,IGZIQAJJXGRAJF,5,Q105112878; Q105112879; Q105112880; Q27110163; Q27140408,IGZIQAJJXGRAJF-TXZPEUJSSA-M; IGZIQAJJXGRAJF-TXZPEUJSSA-N; IGZIQAJJXGRAJF-UHFFFAOYSA-N; IGZIQAJJXGRAJF-XBSKZCIGSA-N; IGZIQAJJXGRAJF-XNXOFHCYSA-N
SRFCUPVBYYAMIL-PFCANICASA-N,quinidinone,1,SRFCUPVBYYAMIL,5,Q105259054; Q110185023; Q27149730; Q27271744; Q82003834,SRFCUPVBYYAMIL-BIENJYKASA-N; SRFCUPVBYYAMIL-CDJWAVJASA-N; SRFCUPVBYYAMIL-CKFHNAJUSA-N; SRFCUPVBYYAMIL-NJSLBKSFSA-N; SRFCUPVBYYAMIL-UHFFFAOYSA-N
SUYJZKRQHBQNCA-LSDHHAIUSA-M,(+)-pinobanksin,1,SUYJZKRQHBQNCA,5,Q105261665; Q105261668; Q105261674; Q111725921; Q953294,SUYJZKRQHBQNCA-CABCVRRESA-N; SUYJZKRQHBQNCA-GJZGRUSLSA-N; SUYJZKRQHBQNCA-LSDHHAIUSA-N; SUYJZKRQHBQNCA-MLCCFXAWSA-N; SUYJZKRQHBQNCA-UHFFFAOYSA-N
JFDNMLUPLXZXGV-OAIXPKHMSA-M,cis-tuberonic acid glucoside,1,JFDNMLUPLXZXGV,5,Q104375880; Q105126638; Q113949340; Q115950613; Q76285973,JFDNMLUPLXZXGV-DKCJQCKPSA-N; JFDNMLUPLXZXGV-MROOQMINSA-N; JFDNMLUPLXZXGV-OAIXPKHMSA-N; JFDNMLUPLXZXGV-RKAGECJXSA-N; JFDNMLUPLXZXGV-UHFFFAOYSA-N
VULLCGFNYWDRHL-CCHFYQIXSA-M,crocin-3,1,VULLCGFNYWDRHL,5,Q105297284; Q105297285; Q105297286; Q27132163; Q27132164,VULLCGFNYWDRHL-CCHFYQIXSA-N; VULLCGFNYWDRHL-DSUMSKBTSA-N; VULLCGFNYWDRHL-LZEXLXQKSA-N; VULLCGFNYWDRHL-YJOFKXFJSA-M; VULLCGFNYWDRHL-YJOFKXFJSA-N
FRAUJUKWSKMNJY-RSEYPYQYSA-M,malonylgenistin,1,FRAUJUKWSKMNJY,5,Q104389696; Q104392649; Q105000051; Q105000058; Q27149379,FRAUJUKWSKMNJY-AEXWLAFLSA-N; FRAUJUKWSKMNJY-KCOYORQASA-N; FRAUJUKWSKMNJY-RSEYPYQYSA-N; FRAUJUKWSKMNJY-UHFFFAOYSA-N; FRAUJUKWSKMNJY-XDLWQIPNSA-N
DRLPXFRWJUZTMG-NRLWBMKUSA-N,(+)-secoisolariciresinol monoglucoside,1,DRLPXFRWJUZTMG,5,Q104987480; Q104987484; Q104987485; Q104987486; Q104987487,DRLPXFRWJUZTMG-DNABOVRESA-N; DRLPXFRWJUZTMG-HDGJIVNHSA-N; DRLPXFRWJUZTMG-OASYUQNDSA-N; DRLPXFRWJUZTMG-UGBBYDMISA-N; DRLPXFRWJUZTMG-UHFFFAOYSA-N
FSRZGYRCMPZNJF-WQGXVZNYSA-N,(-)-β-cubebene,1,FSRZGYRCMPZNJF,5,Q104166745; Q105000845; Q105000846; Q105000847; Q27108624,FSRZGYRCMPZNJF-AIEDFZFUSA-N; FSRZGYRCMPZNJF-KHMAMNHCSA-N; FSRZGYRCMPZNJF-MDKBLUTQSA-N; FSRZGYRCMPZNJF-QTVXIADOSA-N; FSRZGYRCMPZNJF-UHFFFAOYSA-N
AVFORCKFTWHFAR-QOMXHDIWSA-M,9'-hydroxyabscisate,1,AVFORCKFTWHFAR,5,Q104919469; Q106040383; Q15019403; Q27125827; Q27158372,AVFORCKFTWHFAR-QOMXHDIWSA-N; AVFORCKFTWHFAR-UHFFFAOYSA-N; AVFORCKFTWHFAR-UMCKCUICSA-N; AVFORCKFTWHFAR-ZSIFGTMLSA-M; AVFORCKFTWHFAR-ZSIFGTMLSA-N
SRISWFJLVRCABV-QQTHMAAHSA-N,17-O-acetylajmaline,1,SRISWFJLVRCABV,5,Q105259187; Q105259189; Q110079083; Q27117222; Q27125954,SRISWFJLVRCABV-HUXZXPIYSA-N; SRISWFJLVRCABV-HUXZXPIYSA-O; SRISWFJLVRCABV-JFIZVOJDSA-N; SRISWFJLVRCABV-SXUJVROUSA-N; SRISWFJLVRCABV-UHFFFAOYSA-N
AUVVAXYIELKVAI-CKBKHPSWSA-P,emetine,1,AUVVAXYIELKVAI,5,Q104919167; Q27163431; Q27167247; Q27215326; Q3050386,AUVVAXYIELKVAI-CKBKHPSWSA-N; AUVVAXYIELKVAI-TXQMCKRASA-N; AUVVAXYIELKVAI-UHFFFAOYSA-N; AUVVAXYIELKVAI-VXNUJMKFSA-N; AUVVAXYIELKVAI-ZQPXZEHVSA-N
IDGXIXSKISLYAC-WNTKNEGGSA-L,medicagenate,1,IDGXIXSKISLYAC,5,Q105111353; Q105111354; Q105111357; Q105111363; Q27268960,IDGXIXSKISLYAC-DVYFWEHRSA-N; IDGXIXSKISLYAC-SBFMDMFKSA-N; IDGXIXSKISLYAC-UHFFFAOYSA-N; IDGXIXSKISLYAC-WNTKNEGGSA-N; IDGXIXSKISLYAC-WUZOJYLCSA-N
DYDCUQKUCUHJBH-REOHCLBHSA-O,L-cycloserine,1,DYDCUQKUCUHJBH,5,Q27109800; Q27145415; Q27145641; Q418508; Q82696345,DYDCUQKUCUHJBH-REOHCLBHSA-N; DYDCUQKUCUHJBH-UHFFFAOYSA-N; DYDCUQKUCUHJBH-UWTATZPHSA-N; DYDCUQKUCUHJBH-UWTATZPHSA-O; DYDCUQKUCUHJBH-YJHZBZHESA-N
NTDLXWMIWOECHG-WJIQGHJMSA-M,apigenin 7-O-[β-D-apiosyl-(1→2)-β-D-glucoside],1,NTDLXWMIWOECHG,5,Q104391774; Q105185391; Q105185392; Q105185393; Q2858300,NTDLXWMIWOECHG-BQEGIIPGSA-N; NTDLXWMIWOECHG-MFMSCHSJSA-N; NTDLXWMIWOECHG-UHFFFAOYSA-N; NTDLXWMIWOECHG-WJAPLXOZSA-N; NTDLXWMIWOECHG-YRCFQSNFSA-N
DKMLMZVDTGOEGU-UAWLBFNISA-L,(3E)-phytochromobilin,1,DKMLMZVDTGOEGU,5,Q106041876; Q115948221; Q27098150; Q27109899; Q27124686,DKMLMZVDTGOEGU-AIKFXVFZSA-L; DKMLMZVDTGOEGU-AIKFXVFZSA-N; DKMLMZVDTGOEGU-MKLOKSPTSA-N; DKMLMZVDTGOEGU-UAWLBFNISA-N; DKMLMZVDTGOEGU-UHFFFAOYSA-N
XOCBOVUINUHZJA-UHFFFAOYSA-O,calystegine A3,1,XOCBOVUINUHZJA,5,Q105337679; Q105337680; Q105337681; Q105337682; Q27106030,XOCBOVUINUHZJA-JRTVQGFMSA-N; XOCBOVUINUHZJA-MVIOUDGNSA-N; XOCBOVUINUHZJA-RKXXOXFUSA-N; XOCBOVUINUHZJA-UHFFFAOYSA-N; XOCBOVUINUHZJA-YTLHQDLWSA-N
BERYBAUEDCRDKM-XRBNASABSA-N,21-epi-vomilenine,1,BERYBAUEDCRDKM,5,Q104933499; Q104933503; Q105100602; Q110643265; Q15427932,BERYBAUEDCRDKM-FDHUPVAHSA-N; BERYBAUEDCRDKM-NJHCIDPMSA-N; BERYBAUEDCRDKM-UHFFFAOYSA-N; BERYBAUEDCRDKM-VSOIUKTBSA-N; BERYBAUEDCRDKM-XLOJXEPKSA-N
RAFGELQLHMBRHD-IFNPSABLSA-M,bixin,1,RAFGELQLHMBRHD,5,Q105232573; Q105232576; Q105232579; Q27265004; Q424572,RAFGELQLHMBRHD-BLOCSRKMSA-N; RAFGELQLHMBRHD-IFNPSABLSA-N; RAFGELQLHMBRHD-SLEZCNMESA-N; RAFGELQLHMBRHD-UHFFFAOYSA-N; RAFGELQLHMBRHD-VFYVRILKSA-N
GTTVJFCVXYCPHB-UHFFFAOYSA-M,(R)-dihydrocamalexate,1,GTTVJFCVXYCPHB,5,Q27120794; Q27120795; Q27120796; Q27139278; Q27148268,GTTVJFCVXYCPHB-JTQLQIEISA-M; GTTVJFCVXYCPHB-JTQLQIEISA-N; GTTVJFCVXYCPHB-SNVBAGLBSA-M; GTTVJFCVXYCPHB-SNVBAGLBSA-N; GTTVJFCVXYCPHB-UHFFFAOYSA-N
JFDNMLUPLXZXGV-RKAGECJXSA-M,trans-tuberonic acid glucoside,1,JFDNMLUPLXZXGV,5,Q104375880; Q105126638; Q113949340; Q115950613; Q76285973,JFDNMLUPLXZXGV-DKCJQCKPSA-N; JFDNMLUPLXZXGV-MROOQMINSA-N; JFDNMLUPLXZXGV-OAIXPKHMSA-N; JFDNMLUPLXZXGV-RKAGECJXSA-N; JFDNMLUPLXZXGV-UHFFFAOYSA-N
BQSAUYXITCMAKS-UHFFFAOYSA-O,pseudo-conhydrine,1,BQSAUYXITCMAKS,5,Q104944542; Q1241191; Q138318331; Q138318410; Q138318874,BQSAUYXITCMAKS-HGXVMFPFNA-N; BQSAUYXITCMAKS-HTQZYQBOSA-N; BQSAUYXITCMAKS-UHFFFAOYSA-N; BQSAUYXITCMAKS-YUMQZZPRSA-N; BQSAUYXITCMAKS-YZYOREDDNA-N
FDSNVAKZRJLMJN-VIEBRROSSA-N,3-hydroxy-9-apo-δ-caroten-9-one,1,FDSNVAKZRJLMJN,5,Q104993765; Q104993767; Q104993768; Q27135731; Q82561845,FDSNVAKZRJLMJN-AATRIKPKSA-N; FDSNVAKZRJLMJN-AIIUZBJTSA-N; FDSNVAKZRJLMJN-NEPJUHHUSA-N; FDSNVAKZRJLMJN-UHFFFAOYSA-N; FDSNVAKZRJLMJN-WTIVYXKASA-N
RHBGITBPARBDPH-ZPUQHVIOSA-M,"(E,E)-piperate",1,RHBGITBPARBDPH,5,Q104196582; Q1111585; Q27251196; Q27257136; Q27281705,RHBGITBPARBDPH-CCAGOZQPSA-N; RHBGITBPARBDPH-HSFFGMMNSA-N; RHBGITBPARBDPH-TZFCGSKZSA-N; RHBGITBPARBDPH-UHFFFAOYSA-N; RHBGITBPARBDPH-ZPUQHVIOSA-N
